"ensembl_gene_id","gene_name_WU","Gene.start..bp.","Gene.end..bp.","Length"
"ENSG00000039523","FAM65A",67518418,67546788,28370
"ENSG00000039537","C6",41142234,41261438,119204
"ENSG00000039560","RAI14",34656328,34832612,176284
"ENSG00000039600","SOX30",157625679,157671480,45801
"ENSG00000039650","PNKP",49859882,49878351,18469
"ENSG00000039987","BEST2",12751702,12758458,6756
"ENSG00000040199","PHLPP2",71637835,71724701,86866
"ENSG00000040275","CCDC99",169583636,169604778,21142
"ENSG00000040341","STAU2",73420369,73747708,327339
"ENSG00000040487","PQLC2",19312326,19329300,16974
"ENSG00000040531","CTNS",3636468,3661542,25074
"ENSG00000040608","RTN4R",20241415,20283246,41831
"ENSG00000040633","PHF23",7235029,7239722,4693
"ENSG00000040731","CDH10",24487100,24644978,157878
"ENSG00000040933","INPP4A",98444854,98594390,149536
"ENSG00000041515","MYO16",108596152,109208005,611853
"ENSG00000041802","LSG1",194640791,194672463,31672
"ENSG00000041880","PARP3",51942345,51948867,6522
"ENSG00000041982","TNC",115019575,115118257,98682
"ENSG00000042062","FAM65C",50586108,50691527,105419
"ENSG00000042088","TDP1",89954939,90044768,89829
"ENSG00000042286","AIFM2",70098223,70132934,34711
"ENSG00000042304","C2orf83",227610090,227648606,38516
"ENSG00000042317","SPATA7",88384924,88470350,85426
"ENSG00000042429","MED17",93784227,93814963,30736
"ENSG00000042445","RETSAT",85341955,85354531,12576
"ENSG00000042493","CAPG",85394753,85418432,23679
"ENSG00000042781","USH2A",215622891,216423448,800557
"ENSG00000042813","ZPBP",49850421,50121329,270908
"ENSG00000042832","TG",132866958,133134903,267945
"ENSG00000042980","ADAM28",24294040,24359018,64978
"ENSG00000043039","BARX2",129375940,129452279,76339
"ENSG00000043093","DCUN1D1",182938074,182985953,47879
"ENSG00000043143","PHF15",134524312,134583230,58918
"ENSG00000043355","ZIC2",99981784,99986765,4981
"ENSG00000043462","LCP2",170246233,170297818,51585
"ENSG00000043514","TRIT1",39838110,39883511,45401
"ENSG00000044012","GUCA2B",42153410,42155820,2410
"ENSG00000044090","CUL7",43037617,43053945,16328
"ENSG00000044115","CTNNA1",138610967,138935034,324067
"ENSG00000044446","PHKA2",18892300,18984598,92298
"ENSG00000044459","CNTLN",17134982,17503923,368941
"ENSG00000044524","EPHA3",89107621,89482134,374513
"ENSG00000044574","HSPA5",125234853,125241343,6490
"ENSG00000046604","DSG2",31498177,31549008,50831
"ENSG00000046647","GEMIN8",14008279,14029893,21614
"ENSG00000046651","OFD1",13734745,13769357,34612
"ENSG00000046653","GPM6B",13770939,13938638,167699
"ENSG00000046774","MAGEC2",142202342,142205290,2948
"ENSG00000046889","PREX2",67952046,68237032,284986
"ENSG00000047056","WDR37",1049538,1132384,82846
"ENSG00000047188","YTHDC2",113513694,113595285,81591
"ENSG00000047230","CTPS2",16587999,16712936,124937
"ENSG00000047249","ATP6V1H",53715543,53843558,128015
"ENSG00000047315","POLR2B",56977722,57031158,53436
"ENSG00000047346","FAM214A",52581317,52709817,128500
"ENSG00000047365","ARAP2",35948221,36244514,296293
"ENSG00000047410","TPR",186311652,186375693,64041
"ENSG00000047457","CP",149162410,149221829,59419
"ENSG00000047578","KIAA0556",27550133,27780369,230236
"ENSG00000047579","DTNBP1",15522801,15663058,140257
"ENSG00000047597","XK",37685791,37732130,46339
"ENSG00000047617","ANO2",5531869,5946232,414363
"ENSG00000047621","C12orf4",4487735,4538508,50773
"ENSG00000047634","SCML1",17737449,17754988,17539
"ENSG00000047644","WWC3",10015562,10144478,128916
"ENSG00000047648","ARHGAP6",11117651,11665920,548269
"ENSG00000047662","FAM184B",17629306,17781512,152206
"ENSG00000047849","MAP4",47850690,48089272,238582
"ENSG00000047932","GOPC",117560269,117602542,42273
"ENSG00000047936","ROS1",117288300,117425855,137555
"ENSG00000048028","USP28",113797874,113875570,77696
"ENSG00000048052","HDAC9",18086949,19002416,915467
"ENSG00000048140","TSPAN17",176647387,176659054,11667
"ENSG00000048162","NOP16",176383938,176388975,5037
"ENSG00000048342","CC2D2A",15469865,15601557,131692
"ENSG00000048392","RRM2B",102204502,102239118,34616
"ENSG00000048405","ZNF800",127346790,127431924,85134
"ENSG00000048462","TNFRSF17",11965210,11968068,2858
"ENSG00000048471","SNX29",11976734,12574287,597553
"ENSG00000048540","LMO3",16548372,16610594,62222
"ENSG00000048544","MRPS10",42206807,42217861,11054
"ENSG00000048545","GUCA1A",42155406,42180049,24643
"ENSG00000048649","RSF1",77659996,77821017,161021
"ENSG00000048707","VPS13D",12230030,12512047,282017
"ENSG00000048740","CELF2",10798397,11336675,538278
"ENSG00000048828","FAM120A",93451685,93566112,114427
"ENSG00000048991","R3HDM1",135531455,135725270,193815
"ENSG00000049089","COL9A2",40300489,40317813,17324
"ENSG00000049130","KITLG",88492793,88580851,88058
"ENSG00000049167","ERCC8",60873831,60945073,71242
"ENSG00000049192","ADAMTS6",65148738,65481920,333182
"ENSG00000049239","H6PD",9234775,9271337,36562
"ENSG00000049245","VAMP3",7771296,7781432,10136
"ENSG00000049246","PER3",7784320,7845177,60857
"ENSG00000049249","TNFRSF9",7915894,7943165,27271
"ENSG00000049283","EPN3",50532682,50543750,11068
"ENSG00000049323","LTBP1",32946953,33399509,452556
"ENSG00000049449","RCN1",32090904,32105755,14851
"ENSG00000049540","ELN",74027789,74069907,42118
"ENSG00000049541","RFC2",74231499,74254458,22959
"ENSG00000049618","ARID1B",156776020,157210779,434759
"ENSG00000049656","CLPTM1L",1317752,1345099,27347
"ENSG00000049759","NEDD4L",58044226,58401540,357314
"ENSG00000049768","FOXP3",49250436,49270477,20041
"ENSG00000049769","PPP1R3F",49269843,49301461,31618
"ENSG00000049860","HEXB",74640023,74722647,82624
"ENSG00000049883","PTCD2",72320367,72368395,48028
"ENSG00000050030","KIAA2022",74732856,74925485,192629
"ENSG00000050165","DKK3",11963106,12009769,46663
"ENSG00000050327","ARHGEF5",144355288,144380632,25344
"ENSG00000050344","NFE2L3",26152198,26187137,34939
"ENSG00000050393","CCDC90A",13786557,13814568,28011
"ENSG00000050405","LIMA1",50175788,50283546,107758
"ENSG00000050426","LETMD1",51047962,51060424,12462
"ENSG00000050438","SLC4A8",51391317,51515763,124446
"ENSG00000050555","LAMC3",131009174,131094473,85299
"ENSG00000050628","PTGER3",70852353,71047808,195455
"ENSG00000050730","TNIP3",121131408,121227466,96058
"ENSG00000050748","MAPK9",180233143,180292099,58956
"ENSG00000050767","COL23A1",178237618,178590393,352775
"ENSG00000050820","BCAR1",75228181,75268053,39872
"ENSG00000051009","FAM160A2",6211335,6234711,23376
"ENSG00000051128","HOMER3",18929201,18941261,12060
"ENSG00000051180","RAD51",40694774,40732340,37566
"ENSG00000051341","POLQ",121431427,121546641,115214
"ENSG00000051382","PIK3CB",138652699,138834938,182239
"ENSG00000051596","THOC3",175917873,176034680,116807
"ENSG00000051620","HEBP2",138403531,138422197,18666
"ENSG00000051825","MPHOSPH9",123152320,123244014,91694
"ENSG00000052126","PLEKHA5",19129752,19376400,246648
"ENSG00000052344","PRSS8",31131433,31135727,4294
"ENSG00000052749","RRP12",97356358,97426076,69718
"ENSG00000052795","FNIP2",158769026,158908050,139024
"ENSG00000052841","TTC17",43358920,43494933,136013
"ENSG00000052850","ALX4",44260440,44310139,49699
"ENSG00000053108","FSTL4",133196455,133612541,416086
"ENSG00000053254","FOXN3",89124871,89619149,494278
"ENSG00000053371","AKR7A2",19303965,19312146,8181
"ENSG00000053372","MRTO4",19251805,19260128,8323
"ENSG00000053501","USE1",17215346,17219829,4483
"ENSG00000053524","MCF2L2",183178043,183428778,250735
"ENSG00000053747","LAMA3",23689443,23956222,266779
"ENSG00000053770","AP5M1",57268924,57298742,29818
"ENSG00000053900","ANAPC4",25377213,25418498,41285
"ENSG00000053918","KCNQ1",2444684,2849110,404426
"ENSG00000054116","TRAPPC3",36136570,36156053,19483
"ENSG00000054118","THRAP3",36224432,36305357,80925
"ENSG00000054148","PHPT1",136848724,136851027,2303
"ENSG00000054179","ENTPD2",137048107,137054061,5954
"ENSG00000054219","LY75",159803355,159904756,101401
"ENSG00000054267","ARID4B",235131634,235328219,196585
"ENSG00000054277","OPN3",241590102,241677376,87274
"ENSG00000054282","SDCCAG8",243256034,243500091,244057
"ENSG00000054356","PTPRN",219289623,219309648,20025
"ENSG00000054392","HHAT",210328252,210676296,348044
"ENSG00000054523","KIF1B",10210805,10381603,170798
"ENSG00000054598","FOXC1",1609915,1613897,3982
"ENSG00000054611","TBC1D22A",46762617,47175699,413082
"ENSG00000054654","SYNE2",63852983,64226433,373450
"ENSG00000054690","PLEKHH1",67533301,67589612,56311
"ENSG00000054793","ATP9A",51596514,51768634,172120
"ENSG00000054796","SPO11",57329759,57343994,14235
"ENSG00000054803","CBLN4",55997440,56005472,8032
"ENSG00000054938","CHRDL2",74696429,74731385,34956
"ENSG00000054965","FAM168A",73400487,73598189,197702
"ENSG00000054967","RELT",73376399,73397474,21075
"ENSG00000054983","GALC",87837820,87993665,155845
"ENSG00000055044","NOP58",202265736,202303661,37925
"ENSG00000055070","SZRD1",16352575,16398145,45570
"ENSG00000055118","KCNH2",150944961,150978315,33354
"ENSG00000055130","CUL1",148697914,148801110,103196
"ENSG00000055147","FAM114A2",153990148,154038936,48788
"ENSG00000055163","CYFIP2",157266079,157395595,129516
"ENSG00000055208","TAB2",149218641,149411613,192972
"ENSG00000055211","GINM1",149566294,149591748,25454
"ENSG00000055332","EIF2AK2",37099210,37157065,57855
"ENSG00000055483","USP36",78787381,78841441,54060
"ENSG00000055609","MLL3",152134922,152436005,301083
"ENSG00000055732","MCOLN3",85018082,85048500,30418
"ENSG00000055813","CCDC85A",56183990,56386172,202182
"ENSG00000055917","PUM2",20248691,20352234,103543
"ENSG00000055950","MRPL43",100969458,100987515,18057
"ENSG00000055955","ITIH4",52812975,52830739,17764
"ENSG00000055957","ITIH1",52777595,52792068,14473
"ENSG00000056050","C4orf27",169729470,169757944,28474
"ENSG00000056097","ZFR",32354350,32444740,90390
"ENSG00000056277","ZNF280C",130202707,130268899,66192
"ENSG00000056291","NPFFR2",72031804,72148067,116263
"ENSG00000056487","PHF21B",44881162,45010005,128843
"ENSG00000056558","TRAF1",120902393,120929173,26780
"ENSG00000056586","RC3H2",122844556,122905359,60803
"ENSG00000056736","IL17RB",53846568,53865794,19226
"ENSG00000056972","TRAF3IP2",111555381,111606906,51525
"ENSG00000056998","GYG2",2828822,2882820,53998
"ENSG00000057019","DCBLD2",98795941,98901695,105754
"ENSG00000057149","SERPINB3",63655197,63661893,6696
"ENSG00000057252","SOAT1",179293714,179358680,64966
"ENSG00000057294","PKP2",32790745,32896840,106095
"ENSG00000057468","MSH4",75796882,75913242,116360
"ENSG00000057593","F7",113105788,113120681,14893
"ENSG00000057608","GDI2",5765223,5842132,76909
"ENSG00000057657","PRDM1",105993463,106109939,116476
"ENSG00000057663","ATG5",106045423,106325791,280368
"ENSG00000057704","TMCC3",94567122,94650557,83435
"ENSG00000057757","PITHD1",23778418,23788232,9814
"ENSG00000057935","MTA3",42494569,42756947,262378
"ENSG00000058056","USP13",179653040,179789401,136361
"ENSG00000058063","ATP11B",182793503,182921629,128126
"ENSG00000058085","LAMC2",183186238,183244900,58662
"ENSG00000058091","CDK14",90466424,91210590,744166
"ENSG00000058262","SEC61A1",128051641,128071683,20042
"ENSG00000058272","PPP1R12A",79773563,79935460,161897
"ENSG00000058335","RASGRF1",78959947,79090773,130826
"ENSG00000058404","CAMK2B",44217150,44334577,117427
"ENSG00000058453","CROCC",16740273,16972964,232691
"ENSG00000058600","POLR3E",22297375,22335101,37726
"ENSG00000058668","ATP2B4",203626561,203744081,117520
"ENSG00000058673","ZC3H11A",203795654,203854999,59345
"ENSG00000058729","RIOK2",97160867,97183247,22380
"ENSG00000058799","YIPF1",53851719,53889798,38079
"ENSG00000058804","TMEM48",53765478,53838463,72985
"ENSG00000058866","DGKG",186105668,186362234,256566
"ENSG00000059122","FLYWCH1",2911937,2951208,39271
"ENSG00000059377","TBXAS1",139777051,140020325,243274
"ENSG00000059378","PARP12",140023744,140063721,39977
"ENSG00000059573","ALDH18A1",95605941,95656711,50770
"ENSG00000059588","TARBP1",234391313,234479179,87866
"ENSG00000059691","PET112",151670504,151761007,90503
"ENSG00000059728","MXD1",69897688,69942945,45257
"ENSG00000059758","CDK17",96278261,96400480,122219
"ENSG00000059804","SLC2A3",7919230,7936187,16957
"ENSG00000059915","PSD",102402617,102421539,18922
"ENSG00000060069","CTDP1",79679801,79756623,76822
"ENSG00000060138","CSDA",10699089,10723323,24234
"ENSG00000060237","WNK1",752579,911452,158873
"ENSG00000060339","CCAR1",68721012,68792377,71365
"ENSG00000060491","OGFR",62804835,62814000,9165
"ENSG00000060558","GNA15",3136193,3163769,27576
"ENSG00000060566","CREB3L3",4153631,4173054,19423
"ENSG00000060642","PIGV",26787472,26798398,10926
"ENSG00000060656","PTPRU",29236516,29326813,90297
"ENSG00000060688","SNRNP40",31259568,31296788,37220
"ENSG00000060709","RIMBP2",130396137,130716281,320144
"ENSG00000060718","COL11A1",102876467,103108872,232405
"ENSG00000060749","QSER1",32892820,32993316,100496
"ENSG00000060762","MPC1",166364919,166383013,18094
"ENSG00000060971","ACAA1",38103129,38137242,34113
"ENSG00000060982","BCAT1",24810024,24949101,139077
"ENSG00000061273","HDAC7",47782722,47833132,50410
"ENSG00000061337","LZTS1",20246165,20303963,57798
"ENSG00000061455","PRDM6",123089241,123194266,105025
"ENSG00000061492","WNT8A",138083892,138092365,8473
"ENSG00000061656","SPAG4",35615892,35621049,5157
"ENSG00000061676","NCKAP1",182909115,183038858,129743
"ENSG00000061794","MRPS35",27710822,27756295,45473
"ENSG00000061918","GUCY1B3",155758992,155807774,48782
"ENSG00000061936","SFSWAP",131711081,131799737,88656
"ENSG00000061938","TNK2",195863365,195909009,45644
"ENSG00000061987","MON2",62466817,62600476,133659
"ENSG00000062038","CDH3",68636189,68722616,86427
"ENSG00000062096","ARSF",3041471,3112726,71255
"ENSG00000062194","GPBP1",57173948,57264679,90731
"ENSG00000062282","DGAT2",75759512,75801535,42023
"ENSG00000062370","ZFP112",44326555,44367217,40662
"ENSG00000062485","CS",56271699,56300391,28692
"ENSG00000062524","LTK",41503637,41513887,10250
"ENSG00000062598","ELMO2",46366050,46432985,66935
"ENSG00000062650","WAPAL",86435256,86521792,86536
"ENSG00000062716","VMP1",59707192,59842255,135063
"ENSG00000062725","APPBP2",60443158,60526242,83084
"ENSG00000062822","POLD1",50384204,50418018,33814
"ENSG00000063015","SEZ6",28954901,29006440,51539
"ENSG00000063046","EIF4B",53006158,53042209,36051
"ENSG00000063127","SLC6A16",49289638,49325225,35587
"ENSG00000063169","GLTSCR1",47608196,47703277,95081
"ENSG00000063176","SPHK2",48619291,48630717,11426
"ENSG00000063177","RPL18",48615328,48619184,3856
"ENSG00000063180","CA11",48637946,48646187,8241
"ENSG00000063244","U2AF2",55654146,55674715,20569
"ENSG00000063245","EPN1",55675226,55709858,34632
"ENSG00000063438","AHRR",321759,435110,113351
"ENSG00000063587","ZNF275",153334147,153360110,25963
"ENSG00000063601","MTMR1",150692971,150765108,72137
"ENSG00000063761","ADCK1",77800109,77935014,134905
"ENSG00000063854","HAGH",1795620,1827157,31537
"ENSG00000064012","CASP8",201233443,201287711,54268
"ENSG00000064042","LIMCH1",41359607,41700044,340437
"ENSG00000064102","ASUN",26905181,26938326,33145
"ENSG00000064115","TM7SF3",26971579,27014434,42855
"ENSG00000064195","DLX3",49990005,49995224,5219
"ENSG00000064199","SPA17",124673798,124697518,23720
"ENSG00000064201","TSPAN32",2301997,2318200,16203
"ENSG00000064205","WISP2",44714844,44728509,13665
"ENSG00000064218","DMRT3",976655,991732,15077
"ENSG00000064225","ST3GAL6",98732236,98821201,88965
"ENSG00000064270","ATP2C2",84368527,84464187,95660
"ENSG00000064300","NGFR",49495293,49515008,19715
"ENSG00000064309","CDON",125955796,126063335,107539
"ENSG00000064313","TAF2",119730774,119832841,102067
"ENSG00000064393","HIPK2",139561570,139777998,216428
"ENSG00000064419","TNPO3",128954180,129055173,100993
"ENSG00000064490","RFXANK",19192229,19201869,9640
"ENSG00000064545","TMEM161A",19119169,19138513,19344
"ENSG00000064547","LPAR2",19623655,19628930,5275
"ENSG00000064601","CTSA",45890144,45898820,8676
"ENSG00000064607","SUGP2",18990888,19034023,43135
"ENSG00000064651","SLC12A2",128083766,128189677,105911
"ENSG00000064652","SNX24",122843439,123029354,185915
"ENSG00000064655","EYA2",46894624,47188844,294220
"ENSG00000064666","CNN2",1026586,1039068,12482
"ENSG00000064687","ABCA7",1040101,1065572,25471
"ENSG00000064692","SNCAIP",122311354,122464219,152865
"ENSG00000064703","DDX20",111755245,111768000,12755
"ENSG00000064726","BTBD1",83016422,83067354,50932
"ENSG00000064763","FAR2",29149103,29340980,191877
"ENSG00000064787","BCAS1",53936777,54070594,133817
"ENSG00000064835","POU1F1",87259404,87276587,17183
"ENSG00000064886","CHI3L2",111200771,111243440,42669
"ENSG00000064932","SBNO2",1107637,1174268,66631
"ENSG00000064933","PMS1",189784085,189877629,93544
"ENSG00000064961","HMG20B",3572777,3579088,6311
"ENSG00000064989","CALCRL",187341964,187448460,106496
"ENSG00000064999","ANKS1A",34889255,35091406,202151
"ENSG00000065000","AP3D1",2100988,2164468,63480
"ENSG00000065029","ZNF76",35258909,35295985,37076
"ENSG00000065057","NTHL1",2039815,2047866,8051
"ENSG00000065060","UHRF1BP1",34792015,34883138,91123
"ENSG00000065135","GNAI3",109548615,109618324,69709
"ENSG00000065150","IPO5",97953658,98024297,70639
"ENSG00000065154","OAT",124397303,124418976,21673
"ENSG00000065183","WDR3",117929720,117966543,36823
"ENSG00000065243","PKN2",88684222,88836255,152033
"ENSG00000065308","TRAM2",52497408,52577060,79652
"ENSG00000065320","NTN1",9021510,9244000,222490
"ENSG00000065325","GLP2R",9822206,9892099,69893
"ENSG00000065328","MCM10",13161554,13211104,49550
"ENSG00000065357","DGKA",55927319,55954027,26708
"ENSG00000065361","ERBB3",56076799,56103505,26706
"ENSG00000065371","ROPN1",123968521,123992178,23657
"ENSG00000065413","ANKRD44",196967017,197311173,344156
"ENSG00000065427","KARS",75627474,75648643,21169
"ENSG00000065457","ADAT1",75596981,75623300,26319
"ENSG00000065485","PDIA5",123067025,123225227,158202
"ENSG00000065491","TBC1D22B",37257772,37332970,75198
"ENSG00000065526","SPEN",15847707,15940456,92749
"ENSG00000065534","MYLK",123610049,123884331,274282
"ENSG00000065548","ZC3H15",186486253,186509361,23108
"ENSG00000065559","MAP2K4",12020829,12143830,123001
"ENSG00000065600","TMEM206",212363931,212414901,50970
