Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
regulation of actin filament polymerization (GO:0030833)	5/69	0.0000407380055392185202426010015575030820400570519268512725830078125	0.0015877376517849269010884682984396931715309619903564453125	0.00019370852174319192688482782482850552696618251502513885498046875	0.00817045799524294437399252188924947404302656650543212890625	-1.403525863213765	14.187329402139166	VASP;RHOG;RAC1;ARF6;PFN2
neutrophil mediated immunity (GO:0002446)	10/488	0.0003895500538617222203476020414569802596815861761569976806640625	0.0064418821956770851155926749243008089251816272735595703125	0.0031954416673761420163157875862225409946404397487640380859375	0.037743796140539208339159671368179260753095149993896484375	-1.8067071050799683	14.18358699770974	SDCBP;FCER1G;TYROBP;CSNK2B;RHOG;RAC1;APEH;DYNLL1;HSPA1B;HSPA1A
regulation of actomyosin structure organization (GO:0110020)	2/13	0.0022877991462594139508712753894315028446726500988006591796875	0.019536262372552300192740659667833824642002582550048828125	0.005102540544693257539010655676747774123214185237884521484375	0.0472918391947179939105438961632899008691310882568359375	-2.327312346175781	14.150443059751145	CDC42;RAC1
vascular endothelial growth factor receptor signaling pathway (GO:0048010)	5/71	0.00004678160378001068706206588831975068387691862881183624267578125	0.001734342384039420752184224028269454720430076122283935546875	0.000219640299821040612011924242352733926963992416858673095703125	0.00817045799524294437399252188924947404302656650543212890625	-1.4182102421446476	14.139585207263668	CDC42;PXN;FYN;RAC1;MAPK12
protein complex disassembly (GO:0043241)	4/47	0.000133354351466666233745617109462955340859480202198028564453125	0.00316716584733332286172302616478191339410841464996337890625	0.00049461555503911808044648079629723724792711436748504638671875	0.0131897481343764833017218052191310562193393707275390625	-1.5765386813942783	14.066667450398073	MAP1LC3B;DVL2;WNT1;PPP1CA
positive regulation of interferon-gamma biosynthetic process (GO:0045078)	2/12	0.00194286014103663379030961788629383590887300670146942138671875	0.0177900446649137573829069225439525325782597064971923828125	0.0044430529301339553860383801975331152789294719696044921875	0.043570583572926528670432588796757045201957225799560546875	-2.2517398647459137	14.0589497165097	CEBPG;EBI3
regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)	4/57	0.0002830090649326515140314641794105909866630099713802337646484375	0.0053107873913287688416584586548196966759860515594482421875	0.00097739599875689927611921437033970505581237375736236572265625	0.0195479199751379846550225494183905539102852344512939453125	-1.7200912535029598	14.053199946349684	UBB;IKBKG;HSPA1B;HSPA1A
positive regulation of cell growth (GO:0030307)	6/99	0.00001879561859895400474066047558086012259082053788006305694580078125	0.00096383556936151140552559990481995555455796420574188232421875	0.000110940407996552211082781635997918101566028781235218048095703125	0.00610651184918142679591834820485019008629024028778076171875	-1.2866941306632065	14.001659835617684	CDC42;SDCBP;LEF1;BCL2;IGF1;IL2
B cell proliferation (GO:0042100)	3/30	0.000605612080862956143716135937182798443245701491832733154296875	0.00844523268726324154165308044639459694735705852508544921875	0.00170631153777719740856355645775010998477227985858917236328125	0.0264652401777687763806401477495455765165388584136962890625	-1.8751718967836812	13.893656581316922	CD79A;LEF1;BCL2
ESCRT III complex disassembly (GO:1904903)	2/11	0.00162493230602814959194490906924102091579698026180267333984375	0.01543685690726742144873728790344102890230715274810791015625	0.0038262977241755829864444660159961131284944713115692138671875	0.039297111761803282803384718135930597782135009765625	-2.1629561020661145	13.8911294454399	CHMP1B;VTA1
small GTPase mediated signal transduction (GO:0007264)	5/100	0.00023813737567985452151485270544384320601238869130611419677734375	0.00470089364978414081530644352824310772120952606201171875	0.0009732460102032276794137288788988371379673480987548828125	0.0195479199751379846550225494183905539102852344512939453125	-1.6616923580939733	13.862939090830249	RASSF1;RIT1;RGS19;GRB2;IGF1
positive regulation of nuclease activity (GO:0032075)	2/11	0.00162493230602814959194490906924102091579698026180267333984375	0.01543685690726742144873728790344102890230715274810791015625	0.0038262977241755829864444660159961131284944713115692138671875	0.039297111761803282803384718135930597782135009765625	-2.15544573998186	13.842895728724685	PCNA;HSPA1A
regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	3/28	0.000492625280386243418785652270486252746195532381534576416015625	0.007553900867288773461616369075954935397021472454071044921875	0.00142055266802463653168231427770251684705726802349090576171875	0.02427336748295749746517913081333972513675689697265625	-1.8140367727291984	13.81527187279734	BCL2;HSPA1B;HSPA1A
regulation of stress fiber assembly (GO:0051492)	5/61	0.00002233817859772193722338144705741314055558177642524242401123046875	0.001061063483391791982535234950546509935520589351654052734375	0.000112488376169131540534273927534059112076647579669952392578125	0.00610651184918142679591834820485019008629024028778076171875	-1.287237132210954	13.785297014770748	CDC42;PXN;RAC1;PFN2;S100A10
response to hexose (GO:0009746)	3/28	0.000492625280386243418785652270486252746195532381534576416015625	0.007553900867288773461616369075954935397021472454071044921875	0.00142055266802463653168231427770251684705726802349090576171875	0.02427336748295749746517913081333972513675689697265625	-1.8085101834195603	13.773182685306903	IGF2;IRS2;IGF1
cell surface receptor signaling pathway involved in heart development (GO:0061311)	2/15	0.0030574965379435328598212162631853061611764132976531982421875	0.0239556429777019082305589137149581802077591419219970703125	0.00654717000783915092920750566918286494910717010498046875	0.055908418044469158914022699491397361271083354949951171875	-2.3337669736068887	13.512881432401745	ACVR1;RBPJ
regulation of activin receptor signaling pathway (GO:0032925)	2/15	0.0030574965379435328598212162631853061611764132976531982421875	0.0239556429777019082305589137149581802077591419219970703125	0.00654717000783915092920750566918286494910717010498046875	0.055908418044469158914022699491397361271083354949951171875	-2.3270206474744755	13.47381913262521	ACVR1;CSNK2B
regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)	5/60	0.0000205977374224736563420277979385986100169247947633266448974609375	0.001009953576843869611778803374591007013805210590362548828125	0.000104562033568089693207590895607239644959918223321437835693359375	0.00610651184918142679591834820485019008629024028778076171875	-1.2464454157939622	13.44955651839063	ACVR1;SDCBP;RBPMS;CSNK2B;PIN1
positive regulation of insulin receptor signaling pathway (GO:0046628)	2/8	0.000836295118633322378566552490752883386448957026004791259765625	0.0100886395263702390023841104493840248323976993560791015625	0.002238904855496074049192589683343612705357372760772705078125	0.0306588773004867788662952676759232417680323123931884765625	-1.8973927473369612	13.44592871787128	IGF2;IGF1
regulation of intracellular signal transduction (GO:1902531)	9/423	0.0005869532225645621333065538038908925955183804035186767578125	0.00844523268726324154165308044639459694735705852508544921875	0.004033024756620915730886967054402703070081770420074462890625	0.040330247566209155574146194567219936288893222808837890625	-1.8040329742672636	13.42302538345182	CDC42;UBB;TAF10;CSNK2B;RHOG;PIN1;TNFSF11;IKBKG;RAC1
Fc receptor mediated stimulatory signaling pathway (GO:0002431)	7/136	0.0000108594924337496935465123548691934729504282586276531219482421875	0.000701051775778094277656593558134545673965476453304290771484375	0.000078379545996199413769416064479145234145107679069042205810546875	0.0048074616181290781569135361905864556320011615753173828125	-1.17312175808702	13.409334213901952	CDC42;FCER1G;ARPC3;FYN;GRB2;CD247;RAC1
positive regulation of ATPase activity (GO:0032781)	4/36	0.000046156940834246132387454208956256707097054459154605865478515625	0.001734342384039420752184224028269454720430076122283935546875	0.000192235151205831403080359631729834291036240756511688232421875	0.00817045799524294437399252188924947404302656650543212890625	-1.3430749245454565	13.408539098881766	PLSCR1;DYNLL1;DYNLL2;PFN2
regulation of chromatin organization (GO:1902275)	2/11	0.00162493230602814959194490906924102091579698026180267333984375	0.01543685690726742144873728790344102890230715274810791015625	0.0038262977241755829864444660159961131284944713115692138671875	0.039297111761803282803384718135930597782135009765625	-2.077943234431087	13.345152230406192	CDK9;IGF2
positive regulation of growth (GO:0045927)	5/72	0.0000500519719631176355080330597768778488898533396422863006591796875	0.00181140469961759060547878963376433603116311132907867431640625	0.0002335571328764079698271649565555208027944900095462799072265625	0.00817045799524294437399252188924947404302656650543212890625	-1.3436693661350134	13.305616904917846	CDC42;SDCBP;LEF1;BCL2;IL2
negative regulation of cytokine production (GO:0001818)	6/111	0.0000359892751940886986591720819728124070024932734668254852294921875	0.00143957100776354800057699190318771798047237098217010498046875	0.00020107494430474985255309638976228825413272716104984283447265625	0.00817045799524294437399252188924947404302656650543212890625	-1.2944448556463812	13.24513460206013	RNF216;UBB;C1QBP;LEF1;PIN1;RAC1
positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)	8/216	0.00002767293360530784779977540865925078605869202874600887298583984375	0.00123714291411964488233421466389927445561625063419342041015625	0.00021679928012582034917675455343299972810200415551662445068359375	0.00817045799524294437399252188924947404302656650543212890625	-1.2564909391591992	13.186942454126934	UBB;CEBPG;DVL2;TNFSF11;IKBKG;WNT1;HSPA1B;HSPA1A
regulation of transcription from RNA polymerase II promoter (GO:0006357)	21/1479	0.0000565530986423958386137729459353096217455458827316761016845703125	0.00183422911179944897637483780528100396622903645038604736328125	0.00219079741552446853602997833831977914087474346160888671875	0.0306588773004867788662952676759232417680323123931884765625	-1.3258371902485262	12.967125992243952	ACVR1;FOXF2;CEBPG;LEF1;IGF2;IGF1;RBPJ;RNF4;CDK9;PLSCR1;UBB;C1QBP;MED31;E2F2;PIN1;TNFSF11;IKBKG;VHL;HOXB7;MDFI;FOXA2
macroautophagy (GO:0016236)	6/111	0.0000359892751940886986591720819728124070024932734668254852294921875	0.00143957100776354800057699190318771798047237098217010498046875	0.00020107494430474985255309638976228825413272716104984283447265625	0.00817045799524294437399252188924947404302656650543212890625	-1.2623465626972628	12.916695573736181	MAP1LC3B;UBB;VTA1;CSNK2B;DYNLL1;DYNLL2
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	5/145	0.00129391311487433275338732041603861944167874753475189208984375	0.01385033756766891437084421312420090544037520885467529296875	0.004620919465313725292554547507961615337990224361419677734375	0.04473756425017109961128625172932515852153301239013671875	-1.9215312571509189	12.77834471018557	ACVR1;UBB;LEF1;PXN;NEDD8
regulation of interferon-gamma biosynthetic process (GO:0045072)	2/15	0.0030574965379435328598212162631853061611764132976531982421875	0.0239556429777019082305589137149581802077591419219970703125	0.00654717000783915092920750566918286494910717010498046875	0.055908418044469158914022699491397361271083354949951171875	-2.196445352132054	12.717767434269058	CEBPG;EBI3
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	4/80	0.0010276064303264939754634088586726647918112576007843017578125	0.01201509056997131404120882081087984261102974414825439453125	0.0031841332933750968008090875827065246994607150554656982421875	0.037743796140539208339159671368179260753095149993896484375	-1.8350084817728978	12.625818128500727	SDCBP;UBB;PIN1;HSPA1A
positive regulation of DNA repair (GO:0045739)	3/39	0.0013146760362595512165728717235424483078531920909881591796875	0.0138771359382952631789098774106605560518801212310791015625	0.0034254290907681718587884933668874509749002754688262939453125	0.038855613566922540813575182028216659091413021087646484375	-1.8951725548280203	12.572887439711163	PCNA;CEBPG;H2AFX
positive regulation of epithelial to mesenchymal transition (GO:0010718)	3/41	0.0015211859442028873024010948711293167434632778167724609375	0.01530031698411033445894613436166764586232602596282958984375	0.003910790047499908446415606277923870948143303394317626953125	0.039366893193376557846807628493479569442570209503173828125	-1.937697704515812	12.572296239212514	ACVR1;SDCBP;LEF1
positive regulation of myeloid cell differentiation (GO:0045639)	3/30	0.000605612080862956143716135937182798443245701491832733154296875	0.00844523268726324154165308044639459694735705852508544921875	0.00170631153777719740856355645775010998477227985858917236328125	0.0264652401777687763806401477495455765165388584136962890625	-1.6909417205298716	12.528645296124225	PRMT1;HSPA1B;HSPA1A
positive regulation of response to DNA damage stimulus (GO:2001022)	3/50	0.0026975843893718124029412752662437924300320446491241455078125	0.022284392781767144164906113701363210566341876983642578125	0.0066009257655282350951697623031577677465975284576416015625	0.056052553986608473490793613791538518853485584259033203125	-2.1164003479657567	12.519351606785605	PCNA;CEBPG;H2AFX
